Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	mmu04726:Serotonergic synapse	31	1.2911286963765098	1.3756952563250915E-5	ENSMUST00000006949, ENSMUST00000114913, ENSMUST00000112831, ENSMUST00000019068, ENSMUST00000109095, ENSMUST00000115726, ENSMUST00000121390, ENSMUST00000110116, ENSMUST00000112068, ENSMUST00000008734, ENSMUST00000108402, ENSMUST00000026084, ENSMUST00000063076, ENSMUST00000085240, ENSMUST00000126854, ENSMUST00000024206, ENSMUST00000070864, ENSMUST00000035488, ENSMUST00000112825, ENSMUST00000110109, ENSMUST00000138659, ENSMUST00000112249, ENSMUST00000055693, ENSMUST00000099472, ENSMUST00000026211, ENSMUST00000026795, ENSMUST00000036303, ENSMUST00000051005, ENSMUST00000087877, ENSMUST00000030305, ENSMUST00000051846, ENSMUST00000027560, ENSMUST00000049178	911	131	8977	2.331864153978934	0.004556925233034748	4.1513339579171053E-4	3.601157168313633E-4
KEGG_PATHWAY	mmu04024:cAMP signaling pathway	44	1.8325697625989172	1.6211112978235817E-5	ENSMUST00000107749, ENSMUST00000124169, ENSMUST00000119870, ENSMUST00000111905, ENSMUST00000170223, ENSMUST00000043259, ENSMUST00000114913, ENSMUST00000042944, ENSMUST00000002588, ENSMUST00000109095, ENSMUST00000115726, ENSMUST00000114238, ENSMUST00000112068, ENSMUST00000028663, ENSMUST00000027852, ENSMUST00000090826, ENSMUST00000029450, ENSMUST00000120834, ENSMUST00000063076, ENSMUST00000170792, ENSMUST00000088552, ENSMUST00000126854, ENSMUST00000021750, ENSMUST00000093925, ENSMUST00000089085, ENSMUST00000076349, ENSMUST00000075316, ENSMUST00000097464, ENSMUST00000112825, ENSMUST00000003568, ENSMUST00000071697, ENSMUST00000137708, ENSMUST00000115835, ENSMUST00000045706, ENSMUST00000112249, ENSMUST00000079038, ENSMUST00000117801, ENSMUST00000111243, ENSMUST00000169713, ENSMUST00000088429, ENSMUST00000051005, ENSMUST00000022013, ENSMUST00000109423, ENSMUST00000087877, ENSMUST00000102999, ENSMUST00000027560, ENSMUST00000128869	911	220	8977	1.9708013172338092	0.005367675404973515	4.1513339579171053E-4	3.601157168313633E-4
KEGG_PATHWAY	mmu04724:Glutamatergic synapse	28	1.1661807580174928	1.6255223329193483E-5	ENSMUST00000065167, ENSMUST00000124169, ENSMUST00000039074, ENSMUST00000044306, ENSMUST00000111905, ENSMUST00000170223, ENSMUST00000114913, ENSMUST00000109095, ENSMUST00000121390, ENSMUST00000110116, ENSMUST00000032710, ENSMUST00000004076, ENSMUST00000080210, ENSMUST00000120834, ENSMUST00000044776, ENSMUST00000024206, ENSMUST00000076349, ENSMUST00000075316, ENSMUST00000112825, ENSMUST00000110109, ENSMUST00000115835, ENSMUST00000138659, ENSMUST00000114865, ENSMUST00000112249, ENSMUST00000117801, ENSMUST00000115324, ENSMUST00000022013, ENSMUST00000087877, ENSMUST00000085374, ENSMUST00000106713	911	113	8977	2.441700747015339	0.005382241563622769	4.1513339579171053E-4	3.601157168313633E-4
KEGG_PATHWAY	mmu04360:Axon guidance	38	1.5826738858808829	2.2569238211336575E-5	ENSMUST00000043059, ENSMUST00000102532, ENSMUST00000023600, ENSMUST00000095012, ENSMUST00000029948, ENSMUST00000060808, ENSMUST00000111546, ENSMUST00000029674, ENSMUST00000029673, ENSMUST00000115038, ENSMUST00000025993, ENSMUST00000026225, ENSMUST00000167545, ENSMUST00000064405, ENSMUST00000002079, ENSMUST00000068860, ENSMUST00000117171, ENSMUST00000088373, ENSMUST00000073957, ENSMUST00000067458, ENSMUST00000088552, ENSMUST00000131309, ENSMUST00000079360, ENSMUST00000050433, ENSMUST00000076840, ENSMUST00000019791, ENSMUST00000114943, ENSMUST00000030420, ENSMUST00000111024, ENSMUST00000111025, ENSMUST00000054598, ENSMUST00000030568, ENSMUST00000115443, ENSMUST00000024179, ENSMUST00000049378, ENSMUST00000106236, ENSMUST00000063465, ENSMUST00000081232, ENSMUST00000162309, ENSMUST00000040184	911	181	8977	2.06879696284212	0.007465068568277	5.352133632974103E-4	4.642814717760667E-4
KEGG_PATHWAY	mmu04261:Adrenergic signaling in cardiomyocytes	33	1.3744273219491878	4.363611766007507E-5	ENSMUST00000170223, ENSMUST00000101581, ENSMUST00000037434, ENSMUST00000114913, ENSMUST00000109150, ENSMUST00000109095, ENSMUST00000115726, ENSMUST00000110116, ENSMUST00000112068, ENSMUST00000117911, ENSMUST00000122958, ENSMUST00000028663, ENSMUST00000009689, ENSMUST00000060441, ENSMUST00000090826, ENSMUST00000065196, ENSMUST00000042792, ENSMUST00000107913, ENSMUST00000126854, ENSMUST00000002839, ENSMUST00000102760, ENSMUST00000021750, ENSMUST00000168532, ENSMUST00000097464, ENSMUST00000112825, ENSMUST00000110109, ENSMUST00000112249, ENSMUST00000114723, ENSMUST00000117801, ENSMUST00000111243, ENSMUST00000081857, ENSMUST00000117687, ENSMUST00000088429, ENSMUST00000022013, ENSMUST00000087877	911	152	8977	2.1393566930498586	0.014383068184716907	9.658127375429948E-4	8.378134590734413E-4
KEGG_PATHWAY	mmu01100:Metabolic pathways	209	8.704706372344855	5.7464206036707814E-5	ENSMUST00000170223, ENSMUST00000001713, ENSMUST00000026462, ENSMUST00000115733, ENSMUST00000062789, ENSMUST00000047168, ENSMUST00000087600, ENSMUST00000020241, ENSMUST00000106348, ENSMUST00000066465, ENSMUST00000095128, ENSMUST00000095925, ENSMUST00000029837, ENSMUST00000117801, ENSMUST00000098084, ENSMUST00000034989, ENSMUST00000026211, ENSMUST00000108656, ENSMUST00000102755, ENSMUST00000066475, ENSMUST00000070515, ENSMUST00000025468, ENSMUST00000043259, ENSMUST00000166187, ENSMUST00000006949, ENSMUST00000029824, ENSMUST00000026561, ENSMUST00000028624, ENSMUST00000035269, ENSMUST00000063770, ENSMUST00000101532, ENSMUST00000021653, ENSMUST00000021773, ENSMUST00000001027, ENSMUST00000054280, ENSMUST00000031583, ENSMUST00000059970, ENSMUST00000030487, ENSMUST00000026795, ENSMUST00000091429, ENSMUST00000120541, ENSMUST00000025223, ENSMUST00000006286, ENSMUST00000106259, ENSMUST00000043313, ENSMUST00000102852, ENSMUST00000021005, ENSMUST00000057283, ENSMUST00000027356, ENSMUST00000110083, ENSMUST00000098274, ENSMUST00000106388, ENSMUST00000020165, ENSMUST00000052949, ENSMUST00000041382, ENSMUST00000170371, ENSMUST00000044776, ENSMUST00000021119, ENSMUST00000074729, ENSMUST00000019977, ENSMUST00000170259, ENSMUST00000025833, ENSMUST00000025956, ENSMUST00000032371, ENSMUST00000050890, ENSMUST00000026012, ENSMUST00000029645, ENSMUST00000135016, ENSMUST00000169713, ENSMUST00000029405, ENSMUST00000078095, ENSMUST00000018610, ENSMUST00000024858, ENSMUST00000105869, ENSMUST00000020497, ENSMUST00000066337, ENSMUST00000046049, ENSMUST00000044668, ENSMUST00000134503, ENSMUST00000111868, ENSMUST00000001183, ENSMUST00000110541, ENSMUST00000032114, ENSMUST00000032356, ENSMUST00000029635, ENSMUST00000139086, ENSMUST00000105870, ENSMUST00000031707, ENSMUST00000114908, ENSMUST00000128511, ENSMUST00000017534, ENSMUST00000097961, ENSMUST00000110306, ENSMUST00000040999, ENSMUST00000113138, ENSMUST00000113933, ENSMUST00000055693, ENSMUST00000099472, ENSMUST00000114358, ENSMUST00000047157, ENSMUST00000020253, ENSMUST00000048002, ENSMUST00000048001, ENSMUST00000034000, ENSMUST00000167334, ENSMUST00000114913, ENSMUST00000112616, ENSMUST00000114238, ENSMUST00000107271, ENSMUST00000028123, ENSMUST00000107392, ENSMUST00000114366, ENSMUST00000039925, ENSMUST00000046233, ENSMUST00000106068, ENSMUST00000109456, ENSMUST00000102920, ENSMUST00000045262, ENSMUST00000136819, ENSMUST00000016144, ENSMUST00000093106, ENSMUST00000071535, ENSMUST00000172239, ENSMUST00000020629, ENSMUST00000000910, ENSMUST00000154827, ENSMUST00000033020, ENSMUST00000118605, ENSMUST00000027144, ENSMUST00000136384, ENSMUST00000066193, ENSMUST00000022013, ENSMUST00000030305, ENSMUST00000044505, ENSMUST00000046128, ENSMUST00000015941, ENSMUST00000112636, ENSMUST00000044507, ENSMUST00000022915, ENSMUST00000019068, ENSMUST00000057023, ENSMUST00000004134, ENSMUST00000119826, ENSMUST00000010127, ENSMUST00000028223, ENSMUST00000006431, ENSMUST00000027491, ENSMUST00000022480, ENSMUST00000101376, ENSMUST00000015278, ENSMUST00000013773, ENSMUST00000020169, ENSMUST00000042699, ENSMUST00000089085, ENSMUST00000090171, ENSMUST00000033001, ENSMUST00000110109, ENSMUST00000000219, ENSMUST00000112887, ENSMUST00000114278, ENSMUST00000051846, ENSMUST00000025065, ENSMUST00000081232, ENSMUST00000040442, ENSMUST00000108716, ENSMUST00000067801, ENSMUST00000170664, ENSMUST00000025567, ENSMUST00000079472, ENSMUST00000034046, ENSMUST00000113749, ENSMUST00000022858, ENSMUST00000039177, ENSMUST00000110116, ENSMUST00000031689, ENSMUST00000005964, ENSMUST00000053876, ENSMUST00000007340, ENSMUST00000014545, ENSMUST00000035929, ENSMUST00000120834, ENSMUST00000101237, ENSMUST00000021635, ENSMUST00000022725, ENSMUST00000123680, ENSMUST00000070522, ENSMUST00000170774, ENSMUST00000035488, ENSMUST00000150828, ENSMUST00000039840, ENSMUST00000030902, ENSMUST00000117440, ENSMUST00000090839, ENSMUST00000090246, ENSMUST00000027852, ENSMUST00000043062, ENSMUST00000147535, ENSMUST00000026081, ENSMUST00000068242, ENSMUST00000025778, ENSMUST00000023237, ENSMUST00000103077, ENSMUST00000167004, ENSMUST00000066728, ENSMUST00000077855, ENSMUST00000128351, ENSMUST00000165067, ENSMUST00000095820, ENSMUST00000098657, ENSMUST00000032074, ENSMUST00000000260, ENSMUST00000142514, ENSMUST00000033956, ENSMUST00000099992, ENSMUST00000087657, ENSMUST00000106337, ENSMUST00000102655, ENSMUST00000049178, ENSMUST00000160847	911	1619	8977	1.272073734718549	0.018897818783479958	0.001135976550935588	9.854254417754498E-4
KEGG_PATHWAY	mmu00230:Purine metabolism	30	1.2494793835901707	5.8167473993689744E-5	ENSMUST00000044505, ENSMUST00000170223, ENSMUST00000025468, ENSMUST00000043259, ENSMUST00000114913, ENSMUST00000115733, ENSMUST00000027852, ENSMUST00000098274, ENSMUST00000029635, ENSMUST00000062789, ENSMUST00000087600, ENSMUST00000047168, ENSMUST00000020165, ENSMUST00000045262, ENSMUST00000128511, ENSMUST00000170774, ENSMUST00000020169, ENSMUST00000095925, ENSMUST00000089085, ENSMUST00000172239, ENSMUST00000066728, ENSMUST00000025833, ENSMUST00000029837, ENSMUST00000025956, ENSMUST00000000260, ENSMUST00000117801, ENSMUST00000099992, ENSMUST00000136384, ENSMUST00000029405, ENSMUST00000078095, ENSMUST00000022013, ENSMUST00000102655	911	134	8977	2.2061208775005325	0.019126877889978022	0.001135976550935588	9.854254417754498E-4
KEGG_PATHWAY	mmu04015:Rap1 signaling pathway	41	1.7076218242399002	9.042278814027727E-5	ENSMUST00000040025, ENSMUST00000111905, ENSMUST00000170223, ENSMUST00000025523, ENSMUST00000123771, ENSMUST00000103086, ENSMUST00000114913, ENSMUST00000042944, ENSMUST00000002588, ENSMUST00000002765, ENSMUST00000109095, ENSMUST00000020617, ENSMUST00000110116, ENSMUST00000029674, ENSMUST00000026241, ENSMUST00000029673, ENSMUST00000109691, ENSMUST00000107571, ENSMUST00000168039, ENSMUST00000088516, ENSMUST00000090826, ENSMUST00000126854, ENSMUST00000110529, ENSMUST00000000312, ENSMUST00000000476, ENSMUST00000035045, ENSMUST00000110109, ENSMUST00000037488, ENSMUST00000076840, ENSMUST00000137708, ENSMUST00000115835, ENSMUST00000020967, ENSMUST00000138659, ENSMUST00000117801, ENSMUST00000111024, ENSMUST00000111025, ENSMUST00000169713, ENSMUST00000115443, ENSMUST00000039559, ENSMUST00000153166, ENSMUST00000022013, ENSMUST00000087877, ENSMUST00000084027, ENSMUST00000162309	911	214	8977	1.887917149686593	0.029575547217629672	0.001593592191045079	0.0013823932259668156
KEGG_PATHWAY	mmu04713:Circadian entrainment	24	0.9995835068721367	9.119955310197742E-5	ENSMUST00000124169, ENSMUST00000170223, ENSMUST00000111905, ENSMUST00000114913, ENSMUST00000109095, ENSMUST00000110116, ENSMUST00000161490, ENSMUST00000115733, ENSMUST00000107790, ENSMUST00000027852, ENSMUST00000029635, ENSMUST00000091818, ENSMUST00000032813, ENSMUST00000024206, ENSMUST00000021750, ENSMUST00000076349, ENSMUST00000075316, ENSMUST00000112825, ENSMUST00000110109, ENSMUST00000115835, ENSMUST00000138659, ENSMUST00000112249, ENSMUST00000117801, ENSMUST00000022013, ENSMUST00000160424, ENSMUST00000087877	911	98	8977	2.4132261027352766	0.029825796522460424	0.001593592191045079	0.0013823932259668156
KEGG_PATHWAY	mmu04721:Synaptic vesicle cycle	20	0.8329862557267805	1.818321841395719E-4	ENSMUST00000114908, ENSMUST00000070864, ENSMUST00000075304, ENSMUST00000030170, ENSMUST00000075245, ENSMUST00000095820, ENSMUST00000121390, ENSMUST00000165470, ENSMUST00000032710, ENSMUST00000081544, ENSMUST00000032200, ENSMUST00000006431, ENSMUST00000163653, ENSMUST00000031378, ENSMUST00000106267, ENSMUST00000108402, ENSMUST00000085374, ENSMUST00000080210, ENSMUST00000026084, ENSMUST00000106713	911	77	8977	2.5594822301737783	0.05858740796894424	0.003018414256716894	0.0026183834516098356
KEGG_PATHWAY	mmu04611:Platelet activation	27	1.1245314452311537	2.3729042832226676E-4	ENSMUST00000040025, ENSMUST00000170223, ENSMUST00000103086, ENSMUST00000114913, ENSMUST00000109095, ENSMUST00000055087, ENSMUST00000166581, ENSMUST00000161490, ENSMUST00000110116, ENSMUST00000115733, ENSMUST00000031668, ENSMUST00000029635, ENSMUST00000060441, ENSMUST00000120135, ENSMUST00000100941, ENSMUST00000028681, ENSMUST00000023538, ENSMUST00000110109, ENSMUST00000001547, ENSMUST00000117801, ENSMUST00000056117, ENSMUST00000112254, ENSMUST00000108590, ENSMUST00000048246, ENSMUST00000022013, ENSMUST00000021141, ENSMUST00000087877, ENSMUST00000033617, ENSMUST00000048486, ENSMUST00000081232	911	124	8977	2.1456304663432597	0.0757657947767496	0.0037514486763329793	0.003254268731276801
KEGG_PATHWAY	mmu04610:Complement and coagulation cascades	22	0.9162848812994586	3.2194036420991857E-4	ENSMUST00000043104, ENSMUST00000089883, ENSMUST00000037491, ENSMUST00000039492, ENSMUST00000111976, ENSMUST00000039862, ENSMUST00000033053, ENSMUST00000166581, ENSMUST00000022749, ENSMUST00000028233, ENSMUST00000112254, ENSMUST00000162585, ENSMUST00000112488, ENSMUST00000009356, ENSMUST00000032203, ENSMUST00000048246, ENSMUST00000029140, ENSMUST00000100941, ENSMUST00000033539, ENSMUST00000025230, ENSMUST00000048486, ENSMUST00000160505, ENSMUST00000028681	911	93	8977	2.331055321459344	0.10138573679944474	0.004858372768986044	0.004214492040566207
KEGG_PATHWAY	mmu04976:Bile secretion	23	0.9579341940857976	3.462710153895474E-4	ENSMUST00000148750, ENSMUST00000045714, ENSMUST00000072886, ENSMUST00000111827, ENSMUST00000170223, ENSMUST00000148411, ENSMUST00000011178, ENSMUST00000114913, ENSMUST00000097464, ENSMUST00000042119, ENSMUST00000042812, ENSMUST00000010251, ENSMUST00000026208, ENSMUST00000032364, ENSMUST00000113138, ENSMUST00000003717, ENSMUST00000109095, ENSMUST00000045706, ENSMUST00000117801, ENSMUST00000111243, ENSMUST00000021231, ENSMUST00000022013, ENSMUST00000087877, ENSMUST00000102710	911	100	8977	2.26642151481888	0.10861770947815674	0.004998346830840423	0.00433591532313868
KEGG_PATHWAY	mmu05032:Morphine addiction	21	0.8746355685131195	6.422661103168623E-4	ENSMUST00000065167, ENSMUST00000105603, ENSMUST00000107749, ENSMUST00000105604, ENSMUST00000085240, ENSMUST00000024206, ENSMUST00000044505, ENSMUST00000170223, ENSMUST00000170774, ENSMUST00000070864, ENSMUST00000089085, ENSMUST00000043259, ENSMUST00000114913, ENSMUST00000029947, ENSMUST00000138659, ENSMUST00000109095, ENSMUST00000121390, ENSMUST00000117801, ENSMUST00000099992, ENSMUST00000114554, ENSMUST00000022013, ENSMUST00000020165, ENSMUST00000087877, ENSMUST00000102655	911	91	8977	2.274001519885164	0.19208696315043416	0.008884681192716595	0.007707193323802347
